Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_DailyRate,MonthlyIncome_JobLevel,YearsAtCompany_TotalWorkingYears,Age_Binned,MonthlyIncome_Binned,Income_to_Level_Ratio,Company_Loyalty,WorkLife_OverTime_Stress,JobRole_Hash_0,JobRole_Hash_1,JobRole_Hash_2,JobRole_Hash_3,JobRole_Hash_4,JobRole_Hash_5,JobRole_Hash_6,JobRole_Hash_7
34,0,2,507,2,15,2,3,3,0,66,3,2,1,2,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,17238,12250,100,1,1,2041.6666666666667,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,0,2,970,1,7,3,1,3,1,59,4,4,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3,51410,59256,160,3,2,2962.8,0.15151515151515152,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,2,611,2,7,4,3,2,1,88,3,5,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,24440,99165,441,1,2,3305.5,0.9545454545454546,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,1,1093,2,9,3,1,3,1,82,1,4,3,1,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,51371,51744,575,2,2,2587.2,0.8846153846153846,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0,0,641,2,25,2,5,4,0,85,3,2,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,19230,9472,8,0,0,1578.6666666666667,0.4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,0,2,154,2,7,4,1,2,1,41,2,1,3,1,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2,4774,2329,91,1,0,1164.5,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
52,0,2,621,2,3,4,2,3,1,31,2,4,1,1,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16,32292,67424,1156,3,2,3371.2,0.9714285714285714,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,1,1479,1,1,3,1,3,0,84,3,2,2,0,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,38454,12794,36,0,1,2132.3333333333335,0.8571428571428571,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,0,1,602,0,1,5,0,1,1,37,3,2,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,26488,11486,140,2,1,1914.3333333333333,0.6666666666666666,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,0,2,930,2,9,3,2,4,1,74,3,3,1,0,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2,41850,32283,90,2,2,2690.25,0.2631578947368421,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,1,2,1097,1,11,3,3,4,0,98,2,1,1,2,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,21940,2600,1,0,0,1300.0,0.5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0,2,440,1,21,3,3,3,1,42,3,1,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,12320,2713,25,0,0,1356.5,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,2,1498,2,21,4,1,1,1,44,2,2,4,1,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,58422,12240,40,1,1,2040.0,0.5555555555555556,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0,2,671,1,19,3,1,3,1,85,3,2,3,1,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,24827,11536,36,1,1,1922.6666666666667,0.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,0,2,1112,2,5,4,1,1,0,67,3,2,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,34472,10952,100,1,1,1825.3333333333333,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,0,2,121,1,2,4,3,3,0,86,2,1,1,2,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3,4114,4381,36,1,0,2190.5,0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,2,446,1,1,4,1,2,0,65,3,2,2,1,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,16502,12894,48,1,1,2149.0,0.6666666666666666,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,2,640,1,1,3,5,4,1,84,3,1,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,17920,2080,15,0,0,1040.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,2,691,1,5,4,5,3,1,86,3,1,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3,21421,4821,30,1,0,2410.5,0.7142857142857143,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,2,1322,1,28,3,1,4,0,43,3,4,1,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,66100,67520,75,2,2,3376.0,0.11538461538461539,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,1,807,1,17,3,5,3,1,38,2,1,3,1,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0,34701,2437,6,2,0,1218.5,0.14285714285714285,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,2,1420,2,2,1,2,3,1,85,3,1,1,0,3041,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,38340,3041,20,0,0,1520.5,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
45,0,2,1268,2,4,2,1,3,0,30,3,2,1,0,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,57060,10012,45,2,1,1668.6666666666667,0.5,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,0,0,142,0,26,3,0,4,0,30,4,4,4,2,17328,13871,2,1,12,3,3,0,23,3,3,5,3,4,4,7668,69312,115,3,2,3465.6,0.20833333333333334,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,2,1490,1,11,4,3,4,1,43,3,1,3,1,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,52150,2660,10,1,0,1330.0,0.3333333333333333,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,2,231,2,8,2,4,3,1,62,3,3,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,6930,21792,80,0,1,1816.0,0.7272727272727273,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0,0,457,1,26,2,4,2,0,85,2,1,3,1,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,10054,2814,16,0,0,1407.0,0.8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,2,189,0,26,4,0,3,1,71,4,5,2,1,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,10395,98180,350,3,2,3272.6666666666665,0.2777777777777778,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,2,431,1,7,4,3,4,0,68,3,2,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,23274,13708,98,3,1,2284.6666666666665,0.4666666666666667,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,0,979,1,1,4,3,3,1,90,1,2,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,30349,8690,30,1,0,1448.3333333333333,0.7142857142857143,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,1,2,500,2,2,3,3,3,0,49,2,1,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,10000,2044,4,0,0,1022.0,0.6666666666666666,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
49,0,1,279,1,8,1,1,3,1,61,2,2,2,1,5130,24907,1,0,23,4,4,1,10,3,3,10,7,1,7,13671,10260,100,2,1,1710.0,0.9090909090909091,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,0,1063,1,25,5,3,2,0,72,3,2,3,1,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,39331,8898,195,1,0,1483.0,0.8125,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,2,977,1,2,1,4,4,1,57,3,1,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,24425,3977,14,0,0,1988.5,0.25,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,2,1370,1,3,1,3,2,1,87,3,1,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,39730,4723,100,0,0,2361.5,0.9090909090909091,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,0,2,1172,2,3,3,3,2,0,78,3,1,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,32816,2856,1,0,0,1428.0,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
41,0,2,465,1,14,3,1,1,1,56,3,1,3,0,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,19065,2451,117,2,0,1225.5,0.6428571428571429,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,0,1188,2,20,2,2,4,0,45,3,2,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,36828,13864,81,1,1,2310.6666666666665,0.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0,2,1358,2,16,1,1,4,1,96,3,2,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,40740,10602,8,0,1,1767.0,0.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0,1,635,1,18,1,3,2,0,73,3,1,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,22860,2153,64,1,0,1076.5,0.8888888888888888,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,0,2,685,1,3,3,1,4,1,85,3,4,4,1,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,36990,71116,360,3,2,3555.8,0.2702702702702703,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,2,130,2,2,2,2,4,1,32,3,3,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,4940,22053,10,1,1,1837.75,0.09090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,2,1261,1,2,4,1,4,1,88,3,2,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,47918,13106,14,1,1,2184.3333333333335,0.06666666666666667,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0,1,216,1,23,3,1,4,1,44,2,3,3,2,9526,8787,0,0,21,4,2,0,10,2,3,9,7,1,8,8208,28578,90,1,2,2381.5,0.8181818181818182,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,2,1179,1,19,4,3,4,1,78,2,1,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,33012,3196,36,0,0,1598.0,0.8571428571428571,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0,2,216,2,1,4,2,2,1,75,4,2,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,7344,19450,240,1,2,3241.6666666666665,0.8823529411764706,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0,0,845,2,1,5,3,4,0,45,3,2,4,2,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,30420,13306,7,1,1,2217.6666666666665,0.125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,1,1,459,1,24,2,1,4,1,73,2,1,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,13311,2439,1,0,0,1219.5,0.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0,1,928,1,20,4,1,4,0,31,3,2,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,50112,9738,80,3,0,1623.0,0.19047619047619047,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,1,566,1,18,4,1,3,1,81,4,1,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,20376,3688,4,1,0,1844.0,0.2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,0,2,1120,2,11,4,2,2,0,100,2,2,4,1,6652,14369,4,0,13,3,1,1,8,2,2,6,3,0,0,40320,13304,48,1,1,2217.3333333333335,0.6666666666666666,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0,0,1200,1,1,4,5,4,1,62,3,2,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,38400,8174,54,1,0,1362.3333333333333,0.6,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,2,1179,2,16,4,2,1,1,84,3,2,1,2,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,70740,10810,20,3,1,1801.6666666666667,0.18181818181818182,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,0,2,867,1,8,4,1,4,1,90,4,1,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,28611,3143,140,1,0,1571.5,0.6666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,1,1189,1,1,3,1,4,1,90,3,2,4,1,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,45182,9470,247,1,0,1578.3333333333333,0.65,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,2,942,1,15,1,1,2,0,69,1,1,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,27318,2168,30,0,0,1084.0,0.7142857142857143,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,2,238,2,1,1,3,4,0,34,3,2,1,2,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,12614,16762,252,3,2,2793.6666666666665,0.7368421052631579,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,0,2,147,1,20,2,5,2,1,37,3,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,8085,10830,120,3,1,1805.0,0.7692307692307693,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,0,2,1046,1,10,3,5,4,1,100,2,3,4,2,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,52300,31488,80,2,2,2624.0,0.19047619047619047,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,0,2,1229,1,8,1,1,4,1,36,4,1,4,1,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1,43015,2269,1,1,0,1134.5,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,1,2,1254,2,10,3,1,3,0,64,3,3,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7,57684,21942,112,2,1,1828.5,0.5333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,1,2,1320,1,8,1,3,4,1,93,2,1,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,30360,3989,25,0,0,1994.5,0.8333333333333334,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,0,2,1217,1,2,4,5,1,0,60,3,3,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3,65718,40647,64,3,2,3387.25,0.23529411764705882,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1,2,867,2,19,2,2,3,1,36,2,1,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,21675,2413,1,0,0,1206.5,0.5,3,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
28,0,2,1158,1,9,3,3,4,1,94,3,1,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,32424,2070,25,0,0,1035.0,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,2,1400,1,7,3,1,4,1,49,1,3,4,2,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2,78400,21780,222,3,1,1815.0,0.15789473684210525,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,1,2,1097,1,10,4,1,3,1,96,3,1,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,48268,2936,36,2,0,1468.0,0.8571428571428571,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1,1199,1,7,4,1,1,1,77,4,2,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,53955,12868,27,2,1,2144.6666666666665,0.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,0,0,152,2,10,3,5,3,0,85,3,2,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,5776,11332,30,1,1,1888.6666666666667,0.7142857142857143,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,0,2,1108,1,15,4,4,3,0,65,3,1,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,53184,2367,80,2,0,1183.5,0.7272727272727273,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,2,1216,2,8,4,2,3,1,39,3,2,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,40128,14208,30,1,1,2368.0,0.7142857142857143,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,0,1,580,2,5,4,1,4,1,48,2,3,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,23200,31425,360,1,2,2618.75,0.8571428571428571,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,1,2,1180,1,29,1,3,2,1,70,3,2,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,44840,13346,17,1,1,2224.3333333333335,0.05555555555555555,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,0,2,930,2,3,3,1,3,1,57,2,2,2,0,8938,12227,2,0,11,3,3,1,14,5,3,5,4,0,4,38130,17876,70,2,2,2979.3333333333335,0.3333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0,2,170,1,3,2,3,3,1,76,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,6630,6138,110,1,0,1023.0,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41,0,0,256,2,10,2,3,3,1,40,1,2,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,10496,12302,361,2,1,2050.3333333333335,0.95,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,0,0,722,2,17,3,1,4,1,38,3,4,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,23826,69776,100,1,2,3488.8,0.9090909090909091,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,1,1287,1,7,3,1,1,0,55,3,1,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,30888,2886,36,0,0,1443.0,0.8571428571428571,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,0,2,168,1,1,3,1,3,0,81,3,3,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,6384,23583,10,1,1,1965.25,0.09090909090909091,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,0,2,1278,0,8,3,1,1,1,77,2,1,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,46008,2342,30,1,0,1171.0,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,0,1,1413,2,1,1,3,2,0,42,3,3,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,40977,23754,121,0,1,1979.5,0.9166666666666666,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,0,2,461,1,13,1,1,2,0,53,3,1,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,15213,3452,15,1,0,1726.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0,2,986,1,3,4,3,2,1,93,2,3,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,28594,35805,100,0,2,2983.75,0.9090909090909091,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,2,807,0,6,4,0,3,1,63,3,1,1,0,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2,29859,2073,21,1,0,1036.5,0.375,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,0,2,343,1,15,2,1,3,1,92,2,3,4,0,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,13034,34530,132,1,2,2877.5,0.8461538461538461,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0,1238,1,1,1,1,3,1,74,2,3,3,1,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,55710,32244,575,2,2,2687.0,0.8846153846153846,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,0,0,1092,1,9,3,1,3,1,60,2,1,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,26208,2694,1,0,0,1347.0,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,0,2,938,1,2,4,3,3,1,79,3,1,3,2,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,33768,2519,176,1,0,1259.5,0.6470588235294118,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,0,0,673,1,11,2,4,1,0,96,4,2,3,0,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3,16152,8022,20,0,0,1337.0,0.6666666666666666,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,0,2,607,1,9,3,1,4,0,66,2,3,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,21245,32055,289,1,2,2671.25,0.9444444444444444,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,0,1,890,1,25,4,3,3,0,81,2,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,46280,55304,279,3,2,2765.2,0.28125,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,0,2,376,1,19,4,3,4,0,95,3,2,1,0,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,20304,10970,45,3,1,1828.3333333333333,0.5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,0,2,1339,1,7,3,1,2,1,59,3,3,1,0,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,60255,29172,25,2,2,2431.0,0.038461538461538464,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,2,1387,1,10,5,3,2,1,76,3,2,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,54093,10754,70,1,1,1792.3333333333333,0.6363636363636364,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,0,2,561,2,2,3,4,4,1,61,3,2,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,25245,9610,72,2,0,1601.6666666666667,0.8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,1,1,130,1,25,4,1,4,0,96,3,1,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,4550,2022,100,1,0,1011.0,0.9090909090909091,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,2,117,1,10,1,3,3,1,99,3,4,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,4563,68272,441,1,2,3413.6,0.9545454545454546,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,2,254,1,1,2,1,2,1,83,2,1,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,8636,3622,36,1,0,1811.0,0.8571428571428571,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,0,1052,2,6,3,3,4,0,57,2,3,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,47340,26595,437,2,2,2216.25,0.7916666666666666,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0,2,309,0,2,3,0,3,0,82,3,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,7725,2187,12,0,0,1093.5,0.2857142857142857,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,0,0,728,1,1,4,3,1,0,80,3,3,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,26936,40809,75,1,2,3400.75,0.3125,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,2,1294,1,8,1,3,3,0,79,3,1,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,28468,2398,1,0,0,1199.0,0.5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,0,2,1015,1,5,5,3,3,0,50,1,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,45675,11538,100,2,1,1923.0,0.9090909090909091,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0,1,288,1,2,3,1,4,1,40,3,3,4,1,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,12096,30372,480,2,2,2531.0,0.8,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,0,2,629,1,27,2,3,4,0,95,3,1,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,21386,2311,27,1,0,1155.5,0.3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,2,167,1,8,5,1,2,0,32,3,2,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,5678,10242,0,1,1,1707.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,0,2,809,1,1,3,1,3,1,36,3,4,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,39641,61516,184,2,2,3075.8,0.3333333333333333,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,2,1223,1,8,3,5,3,0,59,3,3,3,0,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,44028,30288,289,1,2,2524.0,0.9444444444444444,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,0,2,665,1,15,3,1,3,1,60,3,1,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,19285,2340,36,0,0,1170.0,0.8571428571428571,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,2,199,1,6,3,1,4,1,55,2,1,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,5373,2539,16,0,0,1269.5,0.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,1,1213,0,2,1,0,2,1,94,2,2,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,43668,7772,100,1,0,1295.3333333333333,0.9090909090909091,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
